candidate,gender,party,count,transfer,total,condition,constituency_x,quota,seats,constituency_y
"Carr, Nuala",F,Green Party,13,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Doherty, Pearse",M,Sinn Féin,13,0.0,12771.0,Elected,Donegal,12771,5,Donegal
"Gallagher, Carol",F,People Before Profit-Solidarity,13,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Gallagher, Pat The Cope",M,Fianna Fáil,13,457.0,11751.0,Continuing,Donegal,12771,5,Donegal
"Jordan, Noel",M,Sinn Féin,13,174.0,5513.0,Continuing,Donegal,12771,5,Donegal
"Kennedy, Claudia",F,Fianna Fáil,13,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mac Lochlainn, Pádraig",M,Sinn Féin,13,0.0,12771.0,Elected,Donegal,12771,5,Donegal
"McConalogue, Charlie",M,Fianna Fáil,13,258.0,9029.0,Continuing,Donegal,12771,5,Donegal
"McConnell, Niall",M,Non-party,13,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"McGee, Eamon",M,Irish Freedom Party,13,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Guinness, Arthur Desmond",M,Non-party,13,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Keever, Gerry",M,Non-party,13,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Menamin, Kim",M,The Irish People,13,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Nulty, John",M,Fine Gael,13,-3434.0,0.0,Eliminated,Donegal,12771,5,Donegal
"O' Donnell, Frank",M,Non-party,13,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Pringle, Thomas",M,Non-party,13,571.0,7366.0,Continuing,Donegal,12771,5,Donegal
"Sweeney, Mary T.",F,Aontú,13,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Ward, Charles",M,100% Redress,13,125.0,9909.0,Continuing,Donegal,12771,5,Donegal
"Bradley, Nikki",F,Fine Gael,14,175.0,6176.0,Continuing,Donegal,12771,5,Donegal
"Bradley, Vincent J",M,Non-party,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Carr, Nuala",F,Green Party,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Doherty, Pearse",M,Sinn Féin,14,0.0,12771.0,Elected,Donegal,12771,5,Donegal
"Gallagher, Carol",F,People Before Profit-Solidarity,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Gallagher, Pat The Cope",M,Fianna Fáil,14,559.0,12310.0,Continuing,Donegal,12771,5,Donegal
"Jordan, Noel",M,Sinn Féin,14,-5513.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Kennedy, Claudia",F,Fianna Fáil,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mac Lochlainn, Pádraig",M,Sinn Féin,14,0.0,12771.0,Elected,Donegal,12771,5,Donegal
"McConalogue, Charlie",M,Fianna Fáil,14,143.0,9172.0,Continuing,Donegal,12771,5,Donegal
"McConnell, Niall",M,Non-party,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"McGee, Eamon",M,Irish Freedom Party,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Guinness, Arthur Desmond",M,Non-party,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Keever, Gerry",M,Non-party,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Menamin, Kim",M,The Irish People,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Nulty, John",M,Fine Gael,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"O' Donnell, Frank",M,Non-party,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Pringle, Thomas",M,Non-party,14,2147.0,9513.0,Continuing,Donegal,12771,5,Donegal
"Sweeney, Mary T.",F,Aontú,14,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Ward, Charles",M,100% Redress,14,946.0,10855.0,Continuing,Donegal,12771,5,Donegal
"Bradley, Nikki",F,Fine Gael,15,-6176.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Bradley, Vincent J",M,Non-party,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Carr, Nuala",F,Green Party,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Doherty, Pearse",M,Sinn Féin,15,0.0,12771.0,Elected,Donegal,12771,5,Donegal
"Gallagher, Carol",F,People Before Profit-Solidarity,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Gallagher, Pat The Cope",M,Fianna Fáil,15,1350.0,13660.0,Elected,Donegal,12771,5,Donegal
"Jordan, Noel",M,Sinn Féin,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Kennedy, Claudia",F,Fianna Fáil,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mac Lochlainn, Pádraig",M,Sinn Féin,15,0.0,12771.0,Elected,Donegal,12771,5,Donegal
"McConalogue, Charlie",M,Fianna Fáil,15,1847.0,11019.0,Continuing,Donegal,12771,5,Donegal
"McConnell, Niall",M,Non-party,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"McGee, Eamon",M,Irish Freedom Party,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Guinness, Arthur Desmond",M,Non-party,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Keever, Gerry",M,Non-party,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Menamin, Kim",M,The Irish People,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Nulty, John",M,Fine Gael,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"O' Donnell, Frank",M,Non-party,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Pringle, Thomas",M,Non-party,15,742.0,10255.0,Continuing,Donegal,12771,5,Donegal
"Sweeney, Mary T.",F,Aontú,15,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Ward, Charles",M,100% Redress,15,774.0,11629.0,Continuing,Donegal,12771,5,Donegal
"Bradley, Nikki",F,Fine Gael,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Bradley, Vincent J",M,Non-party,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Carr, Nuala",F,Green Party,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Doherty, Pearse",M,Sinn Féin,16,0.0,12771.0,Elected,Donegal,12771,5,Donegal
"Gallagher, Carol",F,People Before Profit-Solidarity,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Gallagher, Pat The Cope",M,Fianna Fáil,16,-889.0,12771.0,Elected,Donegal,12771,5,Donegal
"Jordan, Noel",M,Sinn Féin,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Kennedy, Claudia",F,Fianna Fáil,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mac Lochlainn, Pádraig",M,Sinn Féin,16,0.0,12771.0,Elected,Donegal,12771,5,Donegal
"McConalogue, Charlie",M,Fianna Fáil,16,664.0,11683.0,Elected,Donegal,12771,5,Donegal
"McConnell, Niall",M,Non-party,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"McGee, Eamon",M,Irish Freedom Party,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Guinness, Arthur Desmond",M,Non-party,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Keever, Gerry",M,Non-party,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Menamin, Kim",M,The Irish People,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Mc Nulty, John",M,Fine Gael,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"O' Donnell, Frank",M,Non-party,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Pringle, Thomas",M,Non-party,16,140.0,10395.0,Continuing,Donegal,12771,5,Donegal
"Sweeney, Mary T.",F,Aontú,16,0.0,0.0,Eliminated,Donegal,12771,5,Donegal
"Ward, Charles",M,100% Redress,16,85.0,11714.0,Elected,Donegal,12771,5,Donegal
"Carney Boud, Cathleen",F,Sinn Féin,1,0.0,4503.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Conroy, Caroline",F,Green Party,1,0.0,943.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Croft, Ian",M,Centre Party of Ireland,1,0.0,183.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Ellis, Dessie",M,Sinn Féin,1,0.0,5562.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Hearne, Rory",M,Social Democrats,1,0.0,4631.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Mac Dubhghlais, Diarmuid",M,Non-party,1,0.0,463.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"MacManus, Edward",M,Aontú,1,0.0,1367.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"McAuliffe, Paul",M,Fianna Fáil,1,0.0,4463.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Nisbet, John",M,Labour Party,1,0.0,779.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Pepper, Gavin",M,Non-party,1,0.0,1820.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Reddy, Conor",M,People Before Profit-Solidarity,1,0.0,2917.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Redmond, Stephen",M,The National Party,1,0.0,1209.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Rock, Noel",M,Fine Gael,1,0.0,3893.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Carney Boud, Cathleen",F,Sinn Féin,2,49.0,4552.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Conroy, Caroline",F,Green Party,2,16.0,959.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Croft, Ian",M,Centre Party of Ireland,2,-183.0,0.0,Eliminated,Dublin North-West,8184,3,Dublin North-West
"Ellis, Dessie",M,Sinn Féin,2,107.0,5669.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Hearne, Rory",M,Social Democrats,2,68.0,4699.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Mac Dubhghlais, Diarmuid",M,Non-party,2,-463.0,0.0,Eliminated,Dublin North-West,8184,3,Dublin North-West
"MacManus, Edward",M,Aontú,2,48.0,1415.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"McAuliffe, Paul",M,Fianna Fáil,2,28.0,4491.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Nisbet, John",M,Labour Party,2,12.0,791.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Pepper, Gavin",M,Non-party,2,115.0,1935.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Reddy, Conor",M,People Before Profit-Solidarity,2,122.0,3039.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Redmond, Stephen",M,The National Party,2,30.0,1239.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Rock, Noel",M,Fine Gael,2,21.0,3914.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Carney Boud, Cathleen",F,Sinn Féin,3,27.0,4579.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Conroy, Caroline",F,Green Party,3,132.0,1091.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Croft, Ian",M,Centre Party of Ireland,3,0.0,0.0,Eliminated,Dublin North-West,8184,3,Dublin North-West
"Ellis, Dessie",M,Sinn Féin,3,21.0,5690.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Hearne, Rory",M,Social Democrats,3,285.0,4984.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Mac Dubhghlais, Diarmuid",M,Non-party,3,0.0,0.0,Eliminated,Dublin North-West,8184,3,Dublin North-West
"MacManus, Edward",M,Aontú,3,28.0,1443.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"McAuliffe, Paul",M,Fianna Fáil,3,83.0,4574.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Nisbet, John",M,Labour Party,3,-791.0,0.0,Eliminated,Dublin North-West,8184,3,Dublin North-West
"Pepper, Gavin",M,Non-party,3,11.0,1946.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Reddy, Conor",M,People Before Profit-Solidarity,3,86.0,3125.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Redmond, Stephen",M,The National Party,3,3.0,1242.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Rock, Noel",M,Fine Gael,3,104.0,4018.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Carney Boud, Cathleen",F,Sinn Féin,4,69.0,4648.0,Continuing,Dublin North-West,8184,3,Dublin North-West
"Conroy, Caroline",F,Green Party,4,-1091.0,0.0,Eliminated,Dublin North-West,8184,3,Dublin North-West
"Croft, Ian",M,Centre Party of Ireland,4,0.0,0.0,Eliminated,Dublin North-West,8184,3,Dublin North-West
"Ellis, Dessie",M,Sinn Féin,4,37.0,5727.0,Continuing,Dublin North-West,8184,3,Dublin North-West
