SeanadElectionCountPanelCandidateFirstName,SeanadElectionCountPanelCandidateLastName,SeanadElectionCountPanelCandidateNote,CandidateName,SeanadElectionCountDelegateVotesNo,SeanadElectionCountDelegateVotesTransferNo,Votes,SeanadElectionCountNo,SeanadElectionCountPanelQuota,SeanadElectionCountPanelCandidateStatusID,SeanadElectionPanelNameENG,SeanadElectionPanelNameGLE,SeanadElectionSubPanelNameENG,SeanadElectionCountOutcomeTypeNameENG,IsDistributionOfSurplusCompleted,SeanadElectionCountPanelCandidateStatusNameENG,SeanadElectionCountPanelCandidateStatusNameGLE,SeanadElectionCountPanelCandidateElectedPositionNo,SeanadElectionCountPanelCandidatePositionNo,SeanadElectionCountPanelMasterID,CountResultLine,CountResultLineGLE,SeanadElectionCountPanelAreaNameENG,ElectionPanelNameAndArea,SeanadElectionCountTypeID,SeanadElectionCountStateOfThePollPositionNo
Mark,Daly,,"Daly, Mark",169000,0,143626,13,143626,2,Administrative Panel,An Rolla Riaracháin,Nominating Bodies,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,1,1,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,1
Mark,Daly,,"Daly, Mark",169000,0,143626,14,143626,2,Administrative Panel,An Rolla Riaracháin,Nominating Bodies,End Of Count,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,1,1,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,1
Paul,Daly,,"Daly, Paul",83000,0,83000,1,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,375,83375,2,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,83375,3,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,1188,84563,4,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,84563,5,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,84563,6,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,1198,85761,7,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,1099,86860,8,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,1125,87985,9,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,5000,92985,10,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,92985,11,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,99,93084,12,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,3000,96084,13,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,-417,95667,14,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,"Distribution of Daly, Paul's surplus","Barrachas Daly, Paul a Dháileadh",Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,95667,15,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,95667,16,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,95667,17,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,95667,18,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,95667,19,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,95667,20,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,95667,21,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,95667,22,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,95667,23,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Paul,Daly,,"Daly, Paul",83000,0,95667,24,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,End Of Count,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,4,4,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,0,90000,1,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,0,90000,2,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,0,90000,3,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,1000,91000,4,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,0,91000,5,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,0,91000,6,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,0,91000,7,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,3000,94000,8,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,0,94000,9,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,1000,95000,10,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,3000,98000,11,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,2000,100000,12,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,1000,101000,13,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Aidan,Davitt,,"Davitt, Aidan",90000,5000,106000,14,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Aidan,Davitt,,"Davitt, Aidan",90000,5000,111000,15,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Aidan,Davitt,,"Davitt, Aidan",90000,1000,112000,16,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Aidan,Davitt,,"Davitt, Aidan",90000,5000,117000,17,114701,2,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,2
Aidan,Davitt,,"Davitt, Aidan",90000,-2299,114701,18,114701,2,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,2,4,547,"Distribution of Davitt, Aidan's surplus","Barrachas Davitt, Aidan a Dháileadh",Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,2
Aidan,Davitt,,"Davitt, Aidan",90000,0,114701,19,114701,2,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,2
Aidan,Davitt,,"Davitt, Aidan",90000,0,114701,20,114701,2,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,2
Aidan,Davitt,,"Davitt, Aidan",90000,0,114701,21,114701,2,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,2
Aidan,Davitt,,"Davitt, Aidan",90000,0,114701,22,114701,2,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,2
Aidan,Davitt,,"Davitt, Aidan",90000,0,114701,23,114701,2,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,2
Aidan,Davitt,,"Davitt, Aidan",90000,0,114701,24,114701,2,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Nominating Bodies,End Of Count,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,2,4,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,2
Matt,Dempsey,,"Dempsey, Matt",9000,0,9000,1,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Continuing,ContinuingGLE,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,26
Matt,Dempsey,,"Dempsey, Matt",9000,625,9625,2,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Continuing,ContinuingGLE,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,26
Matt,Dempsey,,"Dempsey, Matt",9000,0,9625,3,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Continuing,ContinuingGLE,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,26
Matt,Dempsey,,"Dempsey, Matt",9000,1881,11506,4,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,25
Matt,Dempsey,,"Dempsey, Matt",9000,0,11506,5,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,25
Matt,Dempsey,,"Dempsey, Matt",9000,0,11506,6,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,25
Matt,Dempsey,,"Dempsey, Matt",9000,108,11614,7,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,25
Matt,Dempsey,,"Dempsey, Matt",9000,-11614,0,8,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,"Exclusion of Dempsey, Matt","Dempsey, Matt a Eisiamh",Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,9,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,10,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,11,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,12,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,13,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,14,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,15,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,16,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,17,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,18,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,19,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,20,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,21,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,22,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,23,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Matt,Dempsey,,"Dempsey, Matt",9000,0,0,24,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,End Of Count,,Excluded,Eisiata,,26,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Aisling,Dolan,,"Dolan, Aisling",19000,0,19000,1,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,22
Aisling,Dolan,,"Dolan, Aisling",19000,0,19000,2,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,22
Aisling,Dolan,,"Dolan, Aisling",19000,0,19000,3,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,22
Aisling,Dolan,,"Dolan, Aisling",19000,0,19000,4,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,22
Aisling,Dolan,,"Dolan, Aisling",19000,0,19000,5,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,22
Aisling,Dolan,,"Dolan, Aisling",19000,2000,21000,6,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,22
Aisling,Dolan,,"Dolan, Aisling",19000,0,21000,7,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,22
Aisling,Dolan,,"Dolan, Aisling",19000,1099,22099,8,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,22
Aisling,Dolan,,"Dolan, Aisling",19000,3000,25099,9,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,20
Aisling,Dolan,,"Dolan, Aisling",19000,125,25224,10,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,20
Aisling,Dolan,,"Dolan, Aisling",19000,2000,27224,11,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,20
Aisling,Dolan,,"Dolan, Aisling",19000,4000,31224,12,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,17
Aisling,Dolan,,"Dolan, Aisling",19000,349,31573,13,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,19
Aisling,Dolan,,"Dolan, Aisling",19000,0,31573,14,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Continuing,ContinuingGLE,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,19
Aisling,Dolan,,"Dolan, Aisling",19000,-31573,0,15,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,22,545,"Exclusion of Dolan, Aisling","Dolan, Aisling a Eisiamh",Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Aisling,Dolan,,"Dolan, Aisling",19000,0,0,16,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Aisling,Dolan,,"Dolan, Aisling",19000,0,0,17,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Aisling,Dolan,,"Dolan, Aisling",19000,0,0,18,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Aisling,Dolan,,"Dolan, Aisling",19000,0,0,19,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Aisling,Dolan,,"Dolan, Aisling",19000,0,0,20,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Excluded,Eisiata,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Aisling,Dolan,,"Dolan, Aisling",19000,0,0,21,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,,Excluded,Eisiata,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Aisling,Dolan,,"Dolan, Aisling",19000,0,0,22,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Aisling,Dolan,,"Dolan, Aisling",19000,0,0,23,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,,Excluded,Eisiata,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Aisling,Dolan,,"Dolan, Aisling",19000,0,0,24,95667,4,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,End Of Count,,Excluded,Eisiata,,22,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,
Daithí,Doolan,,"Doolan, Daithí",5000,0,5000,1,95751,3,Labour Panel,An Rolla Oibreachais,Nominating Bodies,Distribution Of Surplus,,Continuing,ContinuingGLE,,19,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,19
Daithí,Doolan,,"Doolan, Daithí",5000,0,5000,2,95751,3,Labour Panel,An Rolla Oibreachais,Nominating Bodies,Distribution Of Surplus,,Continuing,ContinuingGLE,,19,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,19
