SeanadElectionCountPanelCandidateFirstName,SeanadElectionCountPanelCandidateLastName,SeanadElectionCountPanelCandidateNote,CandidateName,SeanadElectionCountDelegateVotesNo,SeanadElectionCountDelegateVotesTransferNo,Votes,SeanadElectionCountNo,SeanadElectionCountPanelQuota,SeanadElectionCountPanelCandidateStatusID,SeanadElectionPanelNameENG,SeanadElectionPanelNameGLE,SeanadElectionSubPanelNameENG,SeanadElectionCountOutcomeTypeNameENG,IsDistributionOfSurplusCompleted,SeanadElectionCountPanelCandidateStatusNameENG,SeanadElectionCountPanelCandidateStatusNameGLE,SeanadElectionCountPanelCandidateElectedPositionNo,SeanadElectionCountPanelCandidatePositionNo,SeanadElectionCountPanelMasterID,CountResultLine,CountResultLineGLE,SeanadElectionCountPanelAreaNameENG,ElectionPanelNameAndArea,SeanadElectionCountTypeID,SeanadElectionCountStateOfThePollPositionNo
Garret,Ahearn,,"Ahearn, Garret",82000,0,82000,1,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,7
Garret,Ahearn,,"Ahearn, Garret",82000,151,82151,2,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,7
Garret,Ahearn,,"Ahearn, Garret",82000,0,82151,3,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,7
Garret,Ahearn,,"Ahearn, Garret",82000,0,82151,4,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,7
Garret,Ahearn,,"Ahearn, Garret",82000,0,82151,5,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,7
Garret,Ahearn,,"Ahearn, Garret",82000,6000,88151,6,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,7
Garret,Ahearn,,"Ahearn, Garret",82000,2000,90151,7,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,7
Garret,Ahearn,,"Ahearn, Garret",82000,13000,103151,8,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,6
Garret,Ahearn,,"Ahearn, Garret",82000,17000,120151,9,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,5
Garret,Ahearn,,"Ahearn, Garret",82000,24000,144151,10,143626,2,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,2
Garret,Ahearn,,"Ahearn, Garret",82000,0,144151,11,143626,2,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,1,Continuing,ContinuingGLE,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,2
Garret,Ahearn,,"Ahearn, Garret",82000,-525,143626,12,143626,2,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,2,7,548,"Distribution of Ahearn, Garret's surplus","Barrachas Ahearn, Garret a Dháileadh",Live,"Administrative Panel, Live, 2025-01-30, 548",1,2
Garret,Ahearn,,"Ahearn, Garret",82000,0,143626,13,143626,2,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,2
Garret,Ahearn,,"Ahearn, Garret",82000,0,143626,14,143626,2,Administrative Panel,An Rolla Riaracháin,Oireachtas,End Of Count,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,2,7,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,2
Chris,Andrews,,"Andrews, Chris",94000,0,94000,1,95751,3,Labour Panel,An Rolla Oibreachais,Oireachtas,Distribution Of Surplus,1,Continuing,ContinuingGLE,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,94000,2,95751,3,Labour Panel,An Rolla Oibreachais,Oireachtas,Distribution Of Surplus,1,Continuing,ContinuingGLE,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,4
Chris,Andrews,,"Andrews, Chris",94000,210,94210,3,95751,3,Labour Panel,An Rolla Oibreachais,Oireachtas,Exclusion,1,Continuing,ContinuingGLE,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,4
Chris,Andrews,,"Andrews, Chris",94000,3000,97210,4,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Distribution Of Surplus,1,Continuing,ContinuingGLE,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,-1459,95751,5,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,"Distribution of Andrews, Chris's surplus","Barrachas Andrews, Chris a Dháileadh",Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,6,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,7,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,8,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,9,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,10,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,11,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,12,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,13,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,14,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,15,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Distribution Of Surplus,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,16,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,Exclusion,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Chris,Andrews,,"Andrews, Chris",94000,0,95751,17,95751,2,Labour Panel,An Rolla Oibreachais,Oireachtas,End Of Count,1,Deemed Elected,Meastar an tIarrthóir a bheith Tofa,3,3,546,,,Live,"Labour Panel, Live, 2025-01-30, 546",1,3
Conor,Bergin,,"Bergin, Conor",25000,0,25000,1,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,,Continuing,ContinuingGLE,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,14
Conor,Bergin,,"Bergin, Conor",25000,0,25000,2,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Continuing,ContinuingGLE,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,14
Conor,Bergin,,"Bergin, Conor",25000,2000,27000,3,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Continuing,ContinuingGLE,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,14
Conor,Bergin,,"Bergin, Conor",25000,1000,28000,4,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Continuing,ContinuingGLE,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,14
Conor,Bergin,,"Bergin, Conor",25000,0,28000,5,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Continuing,ContinuingGLE,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,14
Conor,Bergin,,"Bergin, Conor",25000,-28000,0,6,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,14,548,"Exclusion of Bergin, Conor","Bergin, Conor a Eisiamh",Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Conor,Bergin,,"Bergin, Conor",25000,0,0,7,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Conor,Bergin,,"Bergin, Conor",25000,0,0,8,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Conor,Bergin,,"Bergin, Conor",25000,0,0,9,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Conor,Bergin,,"Bergin, Conor",25000,0,0,10,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,,Excluded,Eisiata,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Conor,Bergin,,"Bergin, Conor",25000,0,0,11,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,,Excluded,Eisiata,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Conor,Bergin,,"Bergin, Conor",25000,0,0,12,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Conor,Bergin,,"Bergin, Conor",25000,0,0,13,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,,Excluded,Eisiata,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Conor,Bergin,,"Bergin, Conor",25000,0,0,14,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,End Of Count,,Excluded,Eisiata,,14,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,17000,1,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,,Continuing,ContinuingGLE,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,17
Cathal,Berry,,"Berry, Cathal",17000,302,17302,2,143626,3,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Continuing,ContinuingGLE,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,17
Cathal,Berry,,"Berry, Cathal",17000,-17302,0,3,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,17,548,"Exclusion of Berry, Cathal","Berry, Cathal a Eisiamh",Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,4,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,5,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,6,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,7,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,8,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,9,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,10,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,11,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,12,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Exclusion,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,13,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,Distribution Of Surplus,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Cathal,Berry,,"Berry, Cathal",17000,0,0,14,143626,4,Administrative Panel,An Rolla Riaracháin,Oireachtas,End Of Count,,Excluded,Eisiata,,17,548,,,Live,"Administrative Panel, Live, 2025-01-30, 548",1,
Frances,Black,,"Black, Frances",96000,0,96000,1,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,0,96000,2,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,1000,97000,3,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,1000,98000,4,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,0,98000,5,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Distribution Of Surplus,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,0,98000,6,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,1000,99000,7,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,0,99000,8,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,0,99000,9,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,0,99000,10,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,3000,102000,11,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,2000,104000,12,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,0,104000,13,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,3
Frances,Black,,"Black, Frances",96000,0,104000,14,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Frances,Black,,"Black, Frances",96000,1000,105000,15,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Frances,Black,,"Black, Frances",96000,1000,106000,16,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,4
Frances,Black,,"Black, Frances",96000,0,106000,17,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Distribution Of Surplus,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,5
Frances,Black,,"Black, Frances",96000,0,106000,18,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Distribution Of Surplus,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,6
Frances,Black,,"Black, Frances",96000,0,106000,19,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,6
Frances,Black,,"Black, Frances",96000,2000,108000,20,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,6
Frances,Black,,"Black, Frances",96000,5000,113000,21,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Distribution Of Surplus,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,8
Frances,Black,,"Black, Frances",96000,561,113561,22,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Distribution Of Surplus,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,8
Frances,Black,,"Black, Frances",96000,92,113653,23,114701,3,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,Exclusion,0,Continuing,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,8
Frances,Black,,"Black, Frances",96000,38000,151653,24,114701,2,Industrial and Commercial Panel,An Rolla Tionscail agus Tráchtála,Oireachtas,End Of Count,0,Deemed Elected,ContinuingGLE,7,3,547,,,Live,"Industrial and Commercial Panel, Live, 2025-01-30, 547",1,7
Niall,Blaney,,"Blaney, Niall",37000,0,37000,1,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,13
Niall,Blaney,,"Blaney, Niall",37000,0,37000,2,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,13
Niall,Blaney,,"Blaney, Niall",37000,0,37000,3,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,13
Niall,Blaney,,"Blaney, Niall",37000,792,37792,4,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,13
Niall,Blaney,,"Blaney, Niall",37000,0,37792,5,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,14
Niall,Blaney,,"Blaney, Niall",37000,99,37891,6,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,14
Niall,Blaney,,"Blaney, Niall",37000,0,37891,7,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,14
Niall,Blaney,,"Blaney, Niall",37000,3099,40990,8,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,12
Niall,Blaney,,"Blaney, Niall",37000,5000,45990,9,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,12
Niall,Blaney,,"Blaney, Niall",37000,2125,48115,10,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,11
Niall,Blaney,,"Blaney, Niall",37000,0,48115,11,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,12
Niall,Blaney,,"Blaney, Niall",37000,0,48115,12,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,12
Niall,Blaney,,"Blaney, Niall",37000,3000,51115,13,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,12
Niall,Blaney,,"Blaney, Niall",37000,0,51115,14,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,12
Niall,Blaney,,"Blaney, Niall",37000,0,51115,15,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,12
Niall,Blaney,,"Blaney, Niall",37000,13000,64115,16,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,10
Niall,Blaney,,"Blaney, Niall",37000,7125,71240,17,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,7
Niall,Blaney,,"Blaney, Niall",37000,0,71240,18,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,11
Niall,Blaney,,"Blaney, Niall",37000,9099,80339,19,95667,3,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Exclusion,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,7
Niall,Blaney,,"Blaney, Niall",37000,16198,96537,20,95667,2,Agricultural Panel,An Rolla Talmhaíochta,Nominating Bodies,Distribution Of Surplus,1,Continuing,ContinuingGLE,5,13,545,,,Live,"Agricultural Panel, Live, 2025-01-30, 545",1,5
